nit,legal_name,email,email_rep_legal,phone,website,address,city,dept,source_url,matched
901082662-5,PRODICAD S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901082751-2,SMART GROUP COLOMBIA,DIRECTORSGCOLOMBIA@GMAIL.COM,comercialsgcolombia@gmail.com,6850179,,CALLE 36 # 26-48 LOCAL 232,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901083282-4,MANTENIMIENTO ELECTROMECANICOS RUEDA ANGEL S.A.S.,,,,,,Floridablanca,SANTANDER,,false
901083429-1,EDS BARLOVENTO S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901083536-1,ESTACION DE SERVICIO EXICENTRO S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901084515-1,PROSOP S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901085127-1,ZAFRA INGENIERIA SAS,LICITACIONESZAFRAINGSAS@GMAIL.COM,proinzasas58@gmail.com,6398008,,CALLE 30 NO. 22-200 LOCAL 1 EDIFICIO CAÑAVERAL CLASSIC BARRIO CAÑAVERAL,FLORIDABLANCA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901086464-1,PARMO INGENIEROS S.A.S.,PARMOINGENIEROS@GMAIL.COM,proyectos.parmoingenieros@gmail.com,3045874795,,CRA11#41-05,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901087380-6,ESTACION DE SERVICIO SANTO DOMINGO S.A.S.,,,,,,Floridablanca,SANTANDER,,false
901091778-9,INGCONTOP S.A.S.,,,,,,Floridablanca,SANTANDER,,false
901091901-9,CENTRO DE DIAGNOSTICO AUTOMOTRIZ TECNOFULL LA 9 SAS,,,,,,Bucaramanga,SANTANDER,,false
901092018-4,IP PROYECTOS SOLUCIONES DE INGENIERIA S.A.S.,,,,,,Giron,SANTANDER,,false
901093268-3,GEO3 SAS,GERENCIAGEO3@GMAIL.COM,gerenciageo3@gmail.com,6161254,WWW.GEO3SAS.COM,CLL 28A 31 152,GIRoN,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901093747-1,GMS SAS ESP,GESTIONSOSTENIBLE@GMAIL.COM,,6093830,,CIRCUNVALAR 35 NO.  92 -156  OF 3 - 910,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901096819-5,GRUPO M&B INGENIEROS ESTRUCTURALES SAS,,,,,,Socorro,SANTANDER,,false
901097010-9,LOGISTICA INTEGRADA JAS SAS,,logisticaintegrada.ventas@gmail.com,,,,Bucaramanga,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901097137-5,ESTACIÓN DE SERVICIO COTRANSREGIONAL S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901097151-9,ESTACIÓN DE SERVICIO MIRADOR DEL LIBANO S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901098038-9,REDYSOL SOLUCIONES ENERGETICAS S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901099145-3,ESTACIÓN DE SERVICIO RECREO UNO S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901099154-1,ESTACIÓN DE SERVICIO HEBORUCOS UNO S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901099165-0,ESTACIÓN DE SERVICIO HORMIGA UNO S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901099170-8,ESTACIÓN DE SERVICIO MORRISON UNO S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901099171-5,ESTACIÓN DE SERVICIO PIÑITOS S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901099197-6,ESTACIÓN DE SERVICIO LA PLAYA UNO S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901099209-6,ESTACIÓN DE SERVICIO LIBANO UNO S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901099243-7,ESTACIÓN DE SERVICIO MASONIA UNO S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901099549-5,SYNERGIA GROUP SAS,,,,,,Bucaramanga,SANTANDER,,false
901099633-6,ESTACIÓN DE SERVICIO LA AVENIDA UNO S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901100311-3,ENERTEK ENERGIA & COMUNICACIONES SAS,,asesor.comercial@enertek.com.co,,WWW.ENERTEK.COM.CO,,Bucaramanga,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901100763-9,ESTACIÓN DE SERVICIO CARBONERA UNO S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901101415-5,E.D.S BRISAS DEL LLANO SAS,,,,,,Barichara,SANTANDER,,false
901101673-9,"INGENIERIA, CONSTRUCCIONES, SERVICIOS E INTERVENTORiAS S.A.S",,gerencia.icsei@gmail.com,,,,Bucaramanga,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901101859-1,INJERR S.A.S.,,redondo_rueda@hotmail.com,,,,Floridablanca,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901103842-6,INGENIEROS ELeCTRICOS S.A.S.,ELECTRICOSINGENIEROS@HOTMAIL.COM,electricosingenieros@hotmail.com,3132873079,,CARRERA 20 # 33 - 46 OFICINA 303,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901104057-5,CDA DEL ORIENTE SAS,,,,,,Bucaramanga,SANTANDER,,false
901104119-3,CENTRO DE DIAGNOSTICO AUTOMOTOR COOTRASARAVITA SAS,AUXCONTABILIDAD@COOTRASARAVITA.COM,auxcontabilidad@cootrasaravita.com,7272048,,KM 1 VIA SOCORRO- OIBA ENTRADA LOMA LINDA,SOCORRO,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901105183-1,JVC INGELECT S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901105966-1,COLOMBIANA DE INSPECCIONES Y CERTIFICACIONES SAS,,,,,,Bucaramanga,SANTANDER,,false
901108714-4,DJF ENGINEER SERVICES S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901109221-1,COEDCO S.A.S.,COEDCOSAS@GMAIL.COM,coedcosas@gmail.com,6489412,,CARRERA 27 # 36 - 14 OFICINA 309,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901111721-7,CDA MOTOS EL GALLINERAL SAS,,,,,,San Gil,SANTANDER,,false
901113843-6,TOPOLAND S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901114123-6,XENERGY S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901114796-2,GRUPO APA SAS,,,,,,Bucaramanga,SANTANDER,,false
901117215-9,GEOLAB LABORATORIO DE INGENIERIA CIVIL SAS,ADMINISTRACION@GEOLABSAS.CO,Administracion@geolabsas.co,3156508157,,ARKANIZA 2 CA 24,IBAGUe,TOLIMA,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901119495-3,JCT INGENIERIA Y DISEÑO SAS,COMERCIALJCTINGENIERIA@GMAIL.COM,comercialjctingenieria@gmail.com,3174354409,,CARRERA 48 # 64  84,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901120200-1,PUENTE REAL INGENIERÍA SAS,,,,,,Puente Nacional,SANTANDER,,false
901125535-4,PRODECO INGENIERIA SAS,,prodecoingenieria1@gmail.com,,,,Piedecuesta,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901129323-8,INGENIERiA ELECTRoNICA EN RADIO S.A.S.,,inelrasas@gmail.com,,WWW.INELRA.COM.CO,,Bucaramanga,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901129856-1,TICENERGY,LICITACIONES@TICENERGY.CO,licitaciones@ticenergy.co,3102361151,,CRA 26 # 40A - 22,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901133716-4,GEOESTABILIZACIONES SOLHER SAS,COMERCIAL@GEOSOLHER.TECH,comercial@geosolher.tech,3175133369,WWW.GEOSOLHER.TECH,CRV 35 72 98 TO 2 IN 1107 ED SERREZUELA I,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901135601-5,MARFO,PROYECTOS@MARFO.CO,estorfa@hotmail.com,3173297102,WWW.MARFO.CO,CL 20 # 89-88 URBANIZACIoN DIAMANTE 2 SECTOR 2 TO1 APTO 501,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901137399-0,GRUPO DE CONSTRUCCION E INGENIERIA S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901138405-1,J.G INGENIERIA Y CONSTRUCCIONES S.A.S. BIC,,,,,,Bucaramanga,SANTANDER,,false
901140142-6,CDA GIRON S.A.S,,,,,,Giron,SANTANDER,,false
901140258-1,GILPRAMAN S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901143808-6,NELLY GONZALEZ E HIJOS S.A.S.,AUXILIAR.EDSPALONEGRO@OUTLOOK.ES,Auxiliar.edspalonegro@outlook.es,3174351299,,CALLE 8 N 5 104,LEBRiJA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901143989-0,AEROVIAS,AEROVIAS.INGENIERIA@HOTMAIL.COM,aerolicitaciones2020@gmail.com,6953736,,CRA 31 NO. 51A - 29 OFICINA 202,Bucaramanga,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901144820-1,DIKAR INGENIERIA SAS,DIKARINGENIERIA@GMAIL.COM,dikaringenieria@gmail.com,3017021860,,CARRERA 7 # 5 - 38 GALAN SANTANDER,GALaN,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901146210-6,JA ELECTRICOS SAS,J.AELECTRICOS@HOTMAIL.COM,j.aelectricos@hotmail.com,3208658067,,CALLE 143 # 44 - 33 BARRIO PORTAL DE SANTA ANA,FLORIDABLANCA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901146512-5,CM INGENIERIA Y CONSULTORIA S.A.S.,CARLOS.MEDINA@CMINGENIERIAYCONSULTORIA.COM,carlos.medina@cmingenieriayconsultoria.com,3176935458,WWW.CMINGENIERIAYCONSULTORIA.COM,CALLE 104 24-48,Bucaramanga,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901148471-0,PROYECTOS EN INGENIERIA AMBIENTE Y ENERGIA S.A.S,,,,,,Piedecuesta,SANTANDER,,false
901150777-5,MAPAS S.A.S.,,mapas.sas.2020@gmail.com,,,,Bucaramanga,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901150905-1,OCCINT DE COLOMBIA S.A.S,,occintdecolombiasas2018@gmail.com,,,,Bucaramanga,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901151751-9,HQ SERVICIOS E INVERSIONES S.A.S,HQSERVICIOSINVERSIONES@GMAIL.COM,hqserviciosinversiones@gmail.com,3118249175,,CL 9 # 3 - 97 BARRIO LELIO OLARTE,PUENTE NACIONAL,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901152533-4,INGENIERIA CON IDEAS S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901152814-9,INGSACOL S.A.S,,,,,,Floridablanca,SANTANDER,,false
901153686-7,"AVALÚOS, CONSULTORÍAS Y PROYECTOS S.A.S.",,,,,,Floridablanca,SANTANDER,,false
901155726-2,COMPAÑIA ELECTROMECANICA DE INGENIERIA Y DESARROLLO S.A.S.,,,,,,Floridablanca,SANTANDER,,false
901156642-7,ECOENERGY LATIN AMERICA SAS,,gerencia@ecoenergylatinamerica.com,,WWW.ECOENERGYLATINAMERICA.COM.CO,,Bucaramanga,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901156836-9,GRAN ESTACION & ASOCIADOS S.A.S.,,,,,,Lebrija,SANTANDER,,false
901159470-0,NIKOLAS OIL & GAS. S.A.S.,,,,,,Piedecuesta,SANTANDER,,false
901159900-6,SURTIGAS NCR S.A.S. E.S.P.,,,,,,Guadalupe,SANTANDER,,false
901159910-1,ENERTECOL SAS,LICITACIONES@ENERTECOL.COM.CO,licitaciones@enertecol.com.co,3113866496,,CALLE 197A 29-15,FLORIDABLANCA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901161776-5,DATUM05 SERVICIOS INTEGRALES S.A.S.,,,,,,Giron,SANTANDER,,false
901163995-0,LYG INGENIERiA S.A.S.,,ingenierocivil01@hotmail.com,,,,Bucaramanga,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901164964-7,PRADA CAÑAS INGENIEROS S.A.S,,,,,,Giron,SANTANDER,,false
901165127-3,TABLEROS ELECTRICOS DE SANTANDER S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901165196-1,VALGARO INGENIEROS SAS,VALGAROINGENIERIASAS@GMAIL.COM,gerencia@valgaro.com,+57(1)5482105,,CL 103 B 12 C 04,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901166630-1,INVERSIONES Y W S.A.S.,,,,,,Guepsa,SANTANDER,,false
901167045-7,PEÑA RICA 2 SAS,,,,,,Enciso,SANTANDER,,false
901168625-3,CDA LA VIRGEN S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901170377-8,JG CONSTRUCCIONES Y SERVICIOS SAS,EDSELFAROL@GMAIL.COM,edselfarol@gmail.com,3504214400,,KM 1 VIA SOCORRO OIBA EDS EL FAROL,SOCORRO,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901170704-3,GRUPO LARDEX S.A.S,,,,,,Piedecuesta,SANTANDER,,false
901170899-0,PRODEVCO S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901171195-9,CDA SUPERCAR LA CENTRAL SAS,DIRECTORCOMERCIALCDASUPERCARS@GMAIL.COM,directorcomercialcdasupercars@gmail.com,6768090,,VIA PALENQUE # 44-112 ACCESO A LOTE,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901173680-9,BUILD CORE INGENIERIA SAS,,,,,,Bucaramanga,SANTANDER,,false
901174810-4,INGEARMAN S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901177213-0,ECOEFICIENCIA INGENIERIA SAS,,jacksonjors1@gmail.com,,,,Bucaramanga,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901177659-1,GRUPO GYE SAS,,barbosaedsacapulco@gmail.com,,,,Barbosa,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901177968-2,CONSTRUCTORA MORENO MEDINA S.A.S.,,,,,,Giron,SANTANDER,,false
901177989-7,GRUPO ENERGeTICO DE SANTANDER S.A.S. E.S.P.,INFO@GESESP.COM.CO,emosquera@gesesp.com.co,3186141843,HTTPS://SOMOSGES.COM/,CARRERA 37 # 52-43 EDIFICIO VIP CENTER OFICINA 702,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901178594-6,COMPAÑÍA DE SERVICIOS ELECTRICOSS INTEGRALES S.A.S.,,,,,,Piedecuesta,SANTANDER,,false
901179262-0,ELECTROARIAS AC S.A.S.,,,,,,Piedecuesta,SANTANDER,,false
901185133-3,"COMBUSTIBLES, LUBRICANTES Y SERVICIOS- COLUBSERVICE S.A.S.",,,,,,Giron,SANTANDER,,false
901185256-0,SOLUCIONES ENERGETICAS SOE S.A.S.,SOLUCIONESENERGETICAS.CORREO@OUTLOOK.COM,solucionesenergeticas.correo@outlook.com,3114397899,,CALLE 3C # 4-57,SAN GIL,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901185871-0,D&L INGENIERIA Y CONSULTORIA SAS,DYLINGENIERIAYCONSULTORIASAS@GMAIL.COM,admon.dylsas@gmail.com,3183542042,,CALLE 1 F # 26 - 41,BOGOTa,DISTRITO CAPITAL DE BOGOTa,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901187607-1,FUEL INVESTMENTS GROUP S.A.S,,,,,,Confines,SANTANDER,,false
901188475-0,DIRPRO INGENIERIA SAS,,gerencia@dirproingenieria.com,,,,Bucaramanga,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901189050-9,INGENIERIA Y SOLUCIONES ENERGÉTICAS INTEGRALES S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901189381-1,CENTRAL DE BIOCOMBUISTIBLES Y ENERGiA SAS,,centralbiocombustibles@gmail.com,,,,Bucaramanga,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901196580-1,CONSERVAMOS,,dir@conservamos.com.co,,HTTPS://WWW.CONSERVAMOS.COM.CO/,,Bucaramanga,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901197367-1,KRODEX INDUSTRY S.A.S.,,,,,,Lebrija,SANTANDER,,false
901197387-9,INGENIEROS ELECTRICOS & ELECTROMECANICOS S.A.S,,,,,,Bucaramanga,SANTANDER,,false
901197568-5,WORKHORSE S.A.S,WORKHORSESAS@GMAIL.COM,workhorsesas@gmail.com,6459546,,"AVENIDA LA ROSITA NO. 27 - 37, OFICINA 21-02, EDIFICIO GREEN GOLD.",BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901197842-9,CR TOPOGRAFIA Y GEODESIA SAS,,,,,,Bucaramanga,SANTANDER,,false
901201405-0,INGENIERÍA Y ARQUITECTURA SOSTENIBLE DE COLOMBIA S.A.S SOCIEDAD POR ACCIONES SIMPLIFICADAS,,,,,,Bucaramanga,SANTANDER,,false
901202385-6,AGROPEÑA S.A.S.,,,,,,Enciso,SANTANDER,,false
901202936-4,AS INGENIERIA SOLUCIONES AVANZADAS SOCIEDAD POR ACCIONES SIMPLIFICADAS,,GERENCIA@ASINGENIERIASOLUCIONES.COM,,,,Bucaramanga,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901207905-9,4C'S PROFESIONALES S.A.S.,,,,,,Floridablanca,SANTANDER,,false
901209037-1,MHAS INGENIERIA S.A.S,,,,,,Bucaramanga,SANTANDER,,false
901210612-7,PCL PROCOIL S.A.S.,,,,,,Giron,SANTANDER,,false
901211126-3,PRESACO S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901212028-4,KONNECTIPUS S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901212226-6,VJB INGENIERIA SAS,VICTOR_BARON@HOTMAIL.COM,victor_baron@hotmail.com,3158473455,,CALLE 205 NO 38A-115 BARRIO LOS ANDES,FLORIDABLANCA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901213767-3,CDA PRACTI-MOTO S.A.S,,,,,,Bucaramanga,SANTANDER,,false
901214874-8,ESTACION DE SERVICIO LA PLAYA DE PESCADERO S.A.S.,,,,,,Piedecuesta,SANTANDER,,false
901215124-7,EDS PUERTO VELERO S.A.S.,,,,,,Betulia,SANTANDER,,false
901216147-0,DISTRIGAS FUENTES S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901217743-5,GRUPO EMPRESARIAL ELOHIM S.A.S,,,,,,Bucaramanga,SANTANDER,,false
901218248-5,OIKOS INGENIERiA Y AMBIENTE,OIKOSINGENIERIAYAMBIENTE@GMAIL.COM,oikosingenieriayambiente@gmail.com,3123300349,,CARRERA 9 # 17 - 54,SAN GIL,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901218559-0,SOLUCIONES INTEGRALES ELECTRICAS DE COLOMBIA S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901218807-2,SERVICIOS INTEGRALES CONTRATISTAS CONSULTORES S.A.S.,SICCONSERVICIOSSAS@YAHOO.COM,ingenieria@sicconingenieros.com,3163401182,,CARRERA 28 #51-47 INT 301 ED ARVICON,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901224792-5,PROYECTOS Y SOLUCIONES PARA INGENIERÍA PSI S.A.S,,,,,,Floridablanca,SANTANDER,,false
901227636-8,CONSTRUCTORES ARCA SAS,CONSTRUCTORESARCA@GMAIL.COM,constructoresarca@gmail.com,3502441497,,CARRERA 28 # 119 - 13,FLORIDABLANCA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901229714-3,INVERSIONES REVITEC S.A.S.,MERCADEO@CDALAROSITA.COM,mercadeo@cdalarosita.com,6076760022,WWW.CDALAROSITA.COM,AVENIDA LA ROSITA # 25 - 53,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901230347-5,CISGO SAS,CISGOSAS@HOTMAIL.COM,salibori22_06@hotmail.com,6077002344,,PIEDECUESTA,PIEDECUESTA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901231850-3,DANESOR S.A.S.,,,,,,Piedecuesta,SANTANDER,,false
901238340-0,ASE AL DIA YAB S.A.S,,,,,,Bucaramanga,SANTANDER,,false
901240018-1,SAN FRANCISCO EDS S.A.S.,,,,,,Piedecuesta,SANTANDER,,false
901243620-8,INVERSIONES RODRIGUEZ BUENO S.A.S,,,,,,Floridablanca,SANTANDER,,false
901244233-5,RC CONSTRUCCIONES ELECTRICAS S.A.S.,,,,,,Piedecuesta,SANTANDER,,false
901244863-5,"PROELCIM S.A.S PROYECTOS ELECTRICOS, CIVILES Y MECANICOS SOCIEDAD POR ACCIONES SIMPLIFICADA",,,,,,Charala,SANTANDER,,false
901245667-2,INGENIERIA & PROYECTOS TIC SAS,,,,,,Bucaramanga,SANTANDER,,false
901248159-6,TOPOGRAFIA Y CONSULTORIAS DEL ORIENTE S.A.S.,TOPCONORSAS@GMAIL.COM,topconorsas@gmail.com,3212286590,,CARRERA 8W N°62-48 CASA B13 CONJUNTO LAS MARGARITAS,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901248566-0,"CONSULTORIA, ASESORIAS & SOLUCIONES CAS S.A.S",,,,,,Bucaramanga,SANTANDER,,false
901248865-8,CEGARCLA S.A.S,,,,,,Bucaramanga,SANTANDER,,false
901250678-3,GEOTECNIA & CONSTRUCCIONES S.A.S.,,,,,,Giron,SANTANDER,,false
901251100-3,ACEVEDO & LOPEZ INGENIERIA SAS,,,,,,Bucaramanga,SANTANDER,,false
901251355-4,CONSTRUCCIONES ENERGIA Y MANTENIMIENTO S.A.S.,GERENCIA@COEMANT.COM,gerencia@coemant.com,3012407185,,CL 22 21 37,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901253174-7,ICECUBE ENFRIADORES DE COLOMBIA SAS,,,,,,Giron,SANTANDER,,false
901253963-1,SEMS INGENIERIA S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901254322-5,ELECTRIFICACION SANTANDER Y SUR S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901254465-1,QA/QC CONSULTING S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901255625-6,CONSTRUCCIoN Y CONSULTORIAS SAYIR S.A.S.,SAYIR2018@HOTMAIL.COM,SAYIR2018@HOTMAIL.COM,3204277972,,CARRERA 5 # 4 - 65 BARRIO EL TEJAR,PaRAMO,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901256942-0,RASI SOLUCIONES DE INGENIERÍA S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901259435-1,EMPRESA COLOMBIANA DE ENERGÍAS RENOVABLES E INGENIERÍA - ECOENERGY PARTNERS CORP S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901264150-8,ARQUITECTURA Y GERENCIA DE PROYECTOS AGP S.A.S,PERSONALESAGP@GMAIL.COM,licitacionesagp@gmail.com,3017876607,,CALLE 34 NO. 26 - 37,FLORIDABLANCA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901269864-0,PQS ENERGY SAS,INFO@PQSENERGY.COM,info@pqsenergy.com,3158834125,,CALLE 59 # 30 - 07,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901270543-3,MAKILA ARQUITECTURA Y DISEÑO SAS,,,,,,Bucaramanga,SANTANDER,,false
901272510-1,EQUILATERO ARQUITECTURA E INGENIERIA SAS,CONTABILIDAD@EQUILATEROAPP.COM,equilaterosas@gmail.com,6076745674,,CARRERA 27#36-38 OFICINA 209,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901275198-8,SOLÉCTRICA S.A.S.,,,,,,Floridablanca,SANTANDER,,false
901280308-1,NETWORKING PLUS S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901281022-5,PROYECTOS DE INGENIERIA DEL ORIENTE S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
